"","H","C","D"
"511",0.999995928350168,4.01707794726345e-06,"3"
"512",0.999986833263117,1.30006702904732e-05,"3"
"513",0.999992065993448,7.83404900331394e-06,"3"
"514",0.999987096559288,1.27437825986637e-05,"3"
"515",0.999994324592013,5.60052582088099e-06,"3"
"516",0.999982477495007,1.72954967706379e-05,"3"
"517",0.999997234093661,2.73001317865611e-06,"3"
"518",0.99998257170884,1.72029221429712e-05,"3"
"519",0.999978310716023,2.14109334120182e-05,"3"
"520",0.999978989238245,2.07277755787486e-05,"3"
"521",0.999998037126634,1.93723921301487e-06,"3"
"522",0.999954700411519,4.46343871740914e-05,"3"
"523",0.999994839539861,5.09274627371233e-06,"3"
"524",0.999973677835173,2.59625134275134e-05,"3"
"525",0.999980908672728,1.88080755554509e-05,"3"
"526",0.999979417675477,2.03170322483156e-05,"3"
"527",0.999978824550021,2.09074893064981e-05,"3"
"528",0.999998524233883,1.45612707859006e-06,"3"
"529",0.99994713676676,5.21587620907699e-05,"3"
"530",0.999968632376816,3.09528870925084e-05,"3"
"531",0.999988462728437,1.13864530483575e-05,"3"
"532",0.999990356794211,9.51606700410138e-06,"3"
"533",0.999975393187552,2.42946065397952e-05,"3"
"534",0.999959711626803,3.97396614554897e-05,"3"
"535",0.999940962984938,5.83300844309336e-05,"3"
"536",0.999975539370284,2.41402916585744e-05,"3"
